A,B
3.80372e+07,-1.23762e+07
3.80274e+07,-1.24062e+07
3.80176e+07,-1.24362e+07
3.80078e+07,-1.24662e+07
3.7998e+07,-1.24962e+07
3.79881e+07,-1.25262e+07
3.79782e+07,-1.25562e+07
3.79683e+07,-1.25861e+07
3.79583e+07,-1.26161e+07
3.79484e+07,-1.2646e+07
3.79384e+07,-1.2676e+07
3.79283e+07,-1.27059e+07
3.79183e+07,-1.27358e+07
3.79082e+07,-1.27658e+07
3.78982e+07,-1.27957e+07
3.7888e+07,-1.28256e+07
3.78779e+07,-1.28555e+07
3.78678e+07,-1.28854e+07
3.78576e+07,-1.29153e+07
3.78474e+07,-1.29451e+07
3.78371e+07,-1.2975e+07
3.78269e+07,-1.30048e+07
3.78166e+07,-1.30347e+07
3.78063e+07,-1.30645e+07
3.7796e+07,-1.30944e+07
3.77857e+07,-1.31242e+07
3.77753e+07,-1.3154e+07
3.77649e+07,-1.31838e+07
3.77545e+07,-1.32136e+07
3.7744e+07,-1.32434e+07
3.77336e+07,-1.32732e+07
3.77231e+07,-1.3303e+07
3.77126e+07,-1.33327e+07
3.7702e+07,-1.33625e+07
3.76915e+07,-1.33922e+07
3.76809e+07,-1.3422e+07
3.76703e+07,-1.34517e+07
3.76597e+07,-1.34814e+07
3.7649e+07,-1.35112e+07
3.76383e+07,-1.35409e+07
3.76276e+07,-1.35706e+07
3.76169e+07,-1.36003e+07
3.76062e+07,-1.36299e+07
3.75954e+07,-1.36596e+07
3.75846e+07,-1.36893e+07
3.75738e+07,-1.37189e+07
3.7563e+07,-1.37486e+07
3.75521e+07,-1.37782e+07
3.75412e+07,-1.38078e+07
3.75303e+07,-1.38375e+07
3.75194e+07,-1.38671e+07
3.75084e+07,-1.38967e+07
3.74974e+07,-1.39263e+07
3.74864e+07,-1.39559e+07
3.74754e+07,-1.39855e+07
3.74644e+07,-1.4015e+07
3.74533e+07,-1.40446e+07
3.74422e+07,-1.40741e+07
3.74311e+07,-1.41037e+07
3.74199e+07,-1.41332e+07
3.74088e+07,-1.41627e+07
3.73976e+07,-1.41923e+07
3.73864e+07,-1.42218e+07
3.73751e+07,-1.42513e+07
3.73639e+07,-1.42808e+07
3.73526e+07,-1.43103e+07
3.73413e+07,-1.43397e+07
3.733e+07,-1.43692e+07
3.73186e+07,-1.43986e+07
3.73072e+07,-1.44281e+07
3.72958e+07,-1.44575e+07
3.72844e+07,-1.4487e+07
3.7273e+07,-1.45164e+07
3.72615e+07,-1.45458e+07
3.725e+07,-1.45752e+07
3.72385e+07,-1.46046e+07
3.7227e+07,-1.4634e+07
3.72154e+07,-1.46633e+07
3.72038e+07,-1.46927e+07
3.71922e+07,-1.47221e+07
3.71806e+07,-1.47514e+07
3.71689e+07,-1.47807e+07
3.71573e+07,-1.48101e+07
3.71456e+07,-1.48394e+07
3.71338e+07,-1.48687e+07
3.71221e+07,-1.4898e+07
3.71103e+07,-1.49273e+07
3.70985e+07,-1.49566e+07
3.70867e+07,-1.49859e+07
3.70749e+07,-1.50151e+07
3.7063e+07,-1.50444e+07
3.70511e+07,-1.50736e+07
3.70392e+07,-1.51029e+07
3.70273e+07,-1.51321e+07
3.70153e+07,-1.51613e+07
3.70034e+07,-1.51905e+07
3.69914e+07,-1.52197e+07
3.69793e+07,-1.52489e+07
3.69673e+07,-1.52781e+07
3.69552e+07,-1.53072e+07
3.69431e+07,-1.53364e+07
3.6931e+07,-1.53655e+07
3.69189e+07,-1.53947e+07
3.69067e+07,-1.54238e+07
3.68945e+07,-1.54529e+07
3.68823e+07,-1.5482e+07
3.68701e+07,-1.55112e+07
3.68578e+07,-1.55402e+07
3.68456e+07,-1.55693e+07
3.68333e+07,-1.55984e+07
3.6821e+07,-1.56275e+07
3.68086e+07,-1.56565e+07
3.67962e+07,-1.56856e+07
3.67838e+07,-1.57146e+07
3.67714e+07,-1.57436e+07
3.6759e+07,-1.57726e+07
3.67465e+07,-1.58016e+07
3.67341e+07,-1.58306e+07
3.67216e+07,-1.58596e+07
3.6709e+07,-1.58886e+07
3.66965e+07,-1.59176e+07
3.66839e+07,-1.59465e+07
3.66713e+07,-1.59755e+07
3.66587e+07,-1.60044e+07
3.6646e+07,-1.60333e+07
3.66334e+07,-1.60622e+07
3.66207e+07,-1.60911e+07
3.6608e+07,-1.612e+07
3.65952e+07,-1.61489e+07
3.65825e+07,-1.61778e+07
3.65697e+07,-1.62067e+07
3.65569e+07,-1.62355e+07
3.65441e+07,-1.62644e+07
3.65312e+07,-1.62932e+07
3.65184e+07,-1.6322e+07
3.65055e+07,-1.63508e+07
3.64926e+07,-1.63796e+07
3.64796e+07,-1.64084e+07
3.64667e+07,-1.64372e+07
3.64537e+07,-1.6466e+07
3.64407e+07,-1.64948e+07
3.64276e+07,-1.65235e+07
3.64146e+07,-1.65523e+07
3.64015e+07,-1.6581e+07
3.63884e+07,-1.66097e+07
3.63753e+07,-1.66384e+07
3.63622e+07,-1.66671e+07
3.6349e+07,-1.66958e+07
3.63358e+07,-1.67245e+07
3.63226e+07,-1.67532e+07
3.63094e+07,-1.67818e+07
3.62961e+07,-1.68105e+07
3.62828e+07,-1.68391e+07
3.62695e+07,-1.68677e+07
3.62562e+07,-1.68964e+07
3.62429e+07,-1.6925e+07
3.62295e+07,-1.69536e+07
3.62161e+07,-1.69822e+07
3.62027e+07,-1.70107e+07
3.61893e+07,-1.70393e+07
3.61758e+07,-1.70678e+07
3.61623e+07,-1.70964e+07
3.61488e+07,-1.71249e+07
3.61353e+07,-1.71534e+07
3.61217e+07,-1.7182e+07
3.61082e+07,-1.72105e+07
3.60946e+07,-1.7239e+07
3.6081e+07,-1.72674e+07
3.60673e+07,-1.72959e+07
3.60537e+07,-1.73244e+07
3.604e+07,-1.73528e+07
3.60263e+07,-1.73812e+07
3.60125e+07,-1.74097e+07
3.59988e+07,-1.74381e+07
3.5985e+07,-1.74665e+07
3.59712e+07,-1.74949e+07
3.59574e+07,-1.75233e+07
3.59436e+07,-1.75516e+07
3.59297e+07,-1.758e+07
3.59158e+07,-1.76083e+07
3.59019e+07,-1.76367e+07
3.5888e+07,-1.7665e+07
3.5874e+07,-1.76933e+07
3.58601e+07,-1.77216e+07
3.58461e+07,-1.77499e+07
3.5832e+07,-1.77782e+07
3.5818e+07,-1.78065e+07
3.58039e+07,-1.78348e+07
3.57898e+07,-1.7863e+07
3.57757e+07,-1.78912e+07
3.57616e+07,-1.79195e+07
3.57475e+07,-1.79477e+07
3.57333e+07,-1.79759e+07
3.57191e+07,-1.80041e+07
3.57049e+07,-1.80323e+07
3.56906e+07,-1.80604e+07
3.56764e+07,-1.80886e+07
3.56621e+07,-1.81168e+07
3.56478e+07,-1.81449e+07
3.56334e+07,-1.8173e+07
3.56191e+07,-1.82011e+07
3.56047e+07,-1.82292e+07
3.55903e+07,-1.82573e+07
3.55759e+07,-1.82854e+07
3.55614e+07,-1.83135e+07
3.5547e+07,-1.83415e+07
3.55325e+07,-1.83696e+07
3.5518e+07,-1.83976e+07
3.55035e+07,-1.84256e+07
3.54889e+07,-1.84537e+07
3.54743e+07,-1.84817e+07
3.54597e+07,-1.85097e+07
3.54451e+07,-1.85376e+07
3.54305e+07,-1.85656e+07
3.54158e+07,-1.85936e+07
3.54011e+07,-1.86215e+07
3.53864e+07,-1.86494e+07
3.53717e+07,-1.86774e+07
3.53569e+07,-1.87053e+07
3.53422e+07,-1.87332e+07
3.53274e+07,-1.8761e+07
3.53126e+07,-1.87889e+07
3.52977e+07,-1.88168e+07
3.52829e+07,-1.88446e+07
3.5268e+07,-1.88725e+07
3.52531e+07,-1.89003e+07
3.52381e+07,-1.89281e+07
3.52232e+07,-1.89559e+07
3.52082e+07,-1.89837e+07
3.51932e+07,-1.90115e+07
3.51782e+07,-1.90393e+07
3.51632e+07,-1.9067e+07
3.51481e+07,-1.90948e+07
3.5133e+07,-1.91225e+07
3.51179e+07,-1.91502e+07
3.51028e+07,-1.91779e+07
3.50877e+07,-1.92056e+07
3.50725e+07,-1.92333e+07
3.50573e+07,-1.9261e+07
3.50421e+07,-1.92886e+07
3.50269e+07,-1.93163e+07
3.50116e+07,-1.93439e+07
3.49963e+07,-1.93715e+07
3.4981e+07,-1.93992e+07
3.49657e+07,-1.94268e+07
3.49504e+07,-1.94543e+07
3.4935e+07,-1.94819e+07
3.49196e+07,-1.95095e+07
3.49042e+07,-1.9537e+07
3.48888e+07,-1.95646e+07
3.48733e+07,-1.95921e+07
3.48579e+07,-1.96196e+07
3.48424e+07,-1.96471e+07
3.48269e+07,-1.96746e+07
3.48113e+07,-1.97021e+07
3.47958e+07,-1.97296e+07
3.47802e+07,-1.9757e+07
3.47646e+07,-1.97845e+07
3.47489e+07,-1.98119e+07
3.47333e+07,-1.98393e+07
3.47176e+07,-1.98667e+07
3.47019e+07,-1.98941e+07
3.46862e+07,-1.99215e+07
3.46705e+07,-1.99488e+07
3.46547e+07,-1.99762e+07
3.4639e+07,-2.00035e+07
3.46232e+07,-2.00309e+07
3.46074e+07,-2.00582e+07
3.45915e+07,-2.00855e+07
3.45757e+07,-2.01128e+07
3.45598e+07,-2.01401e+07
3.45439e+07,-2.01673e+07
3.45279e+07,-2.01946e+07
3.4512e+07,-2.02218e+07
3.4496e+07,-2.02491e+07
3.448e+07,-2.02763e+07
3.4464e+07,-2.03035e+07
3.4448e+07,-2.03307e+07
3.44319e+07,-2.03579e+07
3.44158e+07,-2.0385e+07
3.43998e+07,-2.04122e+07
3.43836e+07,-2.04393e+07
3.43675e+07,-2.04664e+07
3.43513e+07,-2.04936e+07
3.43351e+07,-2.05207e+07
3.43189e+07,-2.05478e+07
3.43027e+07,-2.05748e+07
3.42865e+07,-2.06019e+07
3.42702e+07,-2.0629e+07
3.42539e+07,-2.0656e+07
3.42376e+07,-2.0683e+07
3.42213e+07,-2.071e+07
3.42049e+07,-2.0737e+07
3.41885e+07,-2.0764e+07
3.41721e+07,-2.0791e+07
3.41557e+07,-2.0818e+07
3.41393e+07,-2.08449e+07
3.41228e+07,-2.08718e+07
3.41063e+07,-2.08988e+07
3.40898e+07,-2.09257e+07
3.40733e+07,-2.09526e+07
3.40568e+07,-2.09795e+07
3.40402e+07,-2.10063e+07
3.40236e+07,-2.10332e+07
3.4007e+07,-2.106e+07
3.39904e+07,-2.10869e+07
3.39737e+07,-2.11137e+07
3.3957e+07,-2.11405e+07
3.39403e+07,-2.11673e+07
3.39236e+07,-2.11941e+07
3.39069e+07,-2.12208e+07
3.38901e+07,-2.12476e+07
3.38733e+07,-2.12743e+07
3.38566e+07,-2.1301e+07
3.38397e+07,-2.13277e+07
3.38229e+07,-2.13544e+07
3.3806e+07,-2.13811e+07
3.37891e+07,-2.14078e+07
3.37722e+07,-2.14345e+07
3.37553e+07,-2.14611e+07
3.37384e+07,-2.14877e+07
3.37214e+07,-2.15144e+07
3.37044e+07,-2.1541e+07
3.36874e+07,-2.15676e+07
3.36704e+07,-2.15941e+07
3.36533e+07,-2.16207e+07
3.36362e+07,-2.16473e+07
3.36191e+07,-2.16738e+07
3.3602e+07,-2.17003e+07
3.35849e+07,-2.17268e+07
3.35677e+07,-2.17533e+07
3.35506e+07,-2.17798e+07
3.35334e+07,-2.18063e+07
3.35161e+07,-2.18327e+07
3.34989e+07,-2.18592e+07
3.34816e+07,-2.18856e+07
3.34644e+07,-2.1912e+07
3.34471e+07,-2.19384e+07
3.34297e+07,-2.19648e+07
3.34124e+07,-2.19912e+07
3.3395e+07,-2.20176e+07
3.33776e+07,-2.20439e+07
3.33602e+07,-2.20702e+07
3.33428e+07,-2.20966e+07
3.33253e+07,-2.21229e+07
3.33079e+07,-2.21492e+07
3.32904e+07,-2.21754e+07
3.32729e+07,-2.22017e+07
3.32553e+07,-2.2228e+07
3.32378e+07,-2.22542e+07
3.32202e+07,-2.22804e+07
3.32026e+07,-2.23066e+07
3.3185e+07,-2.23328e+07
3.31674e+07,-2.2359e+07
3.31497e+07,-2.23852e+07
3.3132e+07,-2.24113e+07
3.31143e+07,-2.24375e+07
3.30966e+07,-2.24636e+07
3.30789e+07,-2.24897e+07
3.30611e+07,-2.25158e+07
3.30434e+07,-2.25419e+07
3.30256e+07,-2.2568e+07
3.30077e+07,-2.2594e+07
3.29899e+07,-2.26201e+07
3.2972e+07,-2.26461e+07
3.29541e+07,-2.26721e+07
3.29362e+07,-2.26981e+07
3.29183e+07,-2.27241e+07
3.29004e+07,-2.27501e+07
3.28824e+07,-2.2776e+07
3.28644e+07,-2.2802e+07
3.28464e+07,-2.28279e+07
3.28284e+07,-2.28538e+07
3.28104e+07,-2.28797e+07
3.27923e+07,-2.29056e+07
3.27742e+07,-2.29315e+07
3.27561e+07,-2.29573e+07
3.2738e+07,-2.29832e+07
3.27198e+07,-2.3009e+07
3.27016e+07,-2.30348e+07
3.26835e+07,-2.30606e+07
3.26652e+07,-2.30864e+07
3.2647e+07,-2.31122e+07
3.26288e+07,-2.31379e+07
3.26105e+07,-2.31637e+07
3.25922e+07,-2.31894e+07
3.25739e+07,-2.32151e+07
3.25556e+07,-2.32408e+07
3.25372e+07,-2.32665e+07
3.25188e+07,-2.32922e+07
3.25005e+07,-2.33178e+07
3.2482e+07,-2.33435e+07
3.24636e+07,-2.33691e+07
3.24452e+07,-2.33947e+07
3.24267e+07,-2.34203e+07
3.24082e+07,-2.34459e+07
3.23897e+07,-2.34715e+07
3.23711e+07,-2.3497e+07
3.23526e+07,-2.35225e+07
3.2334e+07,-2.35481e+07
3.23154e+07,-2.35736e+07
3.22968e+07,-2.35991e+07
3.22782e+07,-2.36246e+07
3.22595e+07,-2.365e+07
3.22408e+07,-2.36755e+07
3.22221e+07,-2.37009e+07
3.22034e+07,-2.37263e+07
3.21847e+07,-2.37517e+07
3.21659e+07,-2.37771e+07
3.21472e+07,-2.38025e+07
3.21284e+07,-2.38279e+07
3.21096e+07,-2.38532e+07
3.20907e+07,-2.38786e+07
3.20719e+07,-2.39039e+07
3.2053e+07,-2.39292e+07
3.20341e+07,-2.39545e+07
3.20152e+07,-2.39797e+07
3.19963e+07,-2.4005e+07
3.19773e+07,-2.40302e+07
3.19583e+07,-2.40555e+07
3.19393e+07,-2.40807e+07
3.19203e+07,-2.41059e+07
3.19013e+07,-2.41311e+07
3.18822e+07,-2.41562e+07
3.18632e+07,-2.41814e+07
3.18441e+07,-2.42065e+07
3.18249e+07,-2.42316e+07
3.18058e+07,-2.42568e+07
3.17867e+07,-2.42818e+07
3.17675e+07,-2.43069e+07
3.17483e+07,-2.4332e+07
3.17291e+07,-2.4357e+07
3.17099e+07,-2.43821e+07
3.16906e+07,-2.44071e+07
3.16713e+07,-2.44321e+07
3.1652e+07,-2.44571e+07
3.16327e+07,-2.4482e+07
3.16134e+07,-2.4507e+07
3.1594e+07,-2.45319e+07
3.15747e+07,-2.45569e+07
3.15553e+07,-2.45818e+07
3.15359e+07,-2.46067e+07
3.15164e+07,-2.46316e+07
3.1497e+07,-2.46564e+07
3.14775e+07,-2.46813e+07
3.1458e+07,-2.47061e+07
3.14385e+07,-2.47309e+07
3.1419e+07,-2.47557e+07
3.13995e+07,-2.47805e+07
3.13799e+07,-2.48053e+07
3.13603e+07,-2.483e+07
3.13407e+07,-2.48548e+07
3.13211e+07,-2.48795e+07
3.13014e+07,-2.49042e+07
3.12818e+07,-2.49289e+07
3.12621e+07,-2.49536e+07
3.12424e+07,-2.49783e+07
3.12227e+07,-2.50029e+07
3.12029e+07,-2.50275e+07
3.11832e+07,-2.50522e+07
3.11634e+07,-2.50768e+07
3.11436e+07,-2.51013e+07
3.11238e+07,-2.51259e+07
3.11039e+07,-2.51505e+07
3.10841e+07,-2.5175e+07
3.10642e+07,-2.51995e+07
3.10443e+07,-2.5224e+07
3.10244e+07,-2.52485e+07
3.10044e+07,-2.5273e+07
3.09845e+07,-2.52975e+07
3.09645e+07,-2.53219e+07
3.09445e+07,-2.53463e+07
3.09245e+07,-2.53708e+07
3.09045e+07,-2.53951e+07
3.08844e+07,-2.54195e+07
3.08644e+07,-2.54439e+07
3.08443e+07,-2.54682e+07
3.08242e+07,-2.54926e+07
3.0804e+07,-2.55169e+07
3.07839e+07,-2.55412e+07
3.07637e+07,-2.55655e+07
3.07435e+07,-2.55898e+07
3.07233e+07,-2.5614e+07
3.07031e+07,-2.56382e+07
3.06829e+07,-2.56625e+07
3.06626e+07,-2.56867e+07
3.06423e+07,-2.57109e+07
3.0622e+07,-2.5735e+07
3.06017e+07,-2.57592e+07
3.05814e+07,-2.57833e+07
3.0561e+07,-2.58075e+07
3.05406e+07,-2.58316e+07
3.05202e+07,-2.58557e+07
3.04998e+07,-2.58798e+07
3.04794e+07,-2.59038e+07
3.04589e+07,-2.59279e+07
3.04385e+07,-2.59519e+07
3.0418e+07,-2.59759e+07
3.03975e+07,-2.59999e+07
3.03769e+07,-2.60239e+07
3.03564e+07,-2.60478e+07
3.03358e+07,-2.60718e+07
3.03152e+07,-2.60957e+07
3.02946e+07,-2.61196e+07
3.0274e+07,-2.61435e+07
3.02534e+07,-2.61674e+07
3.02327e+07,-2.61913e+07
3.0212e+07,-2.62151e+07
3.01913e+07,-2.6239e+07
3.01706e+07,-2.62628e+07
3.01499e+07,-2.62866e+07
3.01291e+07,-2.63104e+07
3.01083e+07,-2.63342e+07
3.00875e+07,-2.63579e+07
3.00667e+07,-2.63816e+07
3.00459e+07,-2.64054e+07
3.00251e+07,-2.64291e+07
3.00042e+07,-2.64528e+07
2.99833e+07,-2.64764e+07
2.99624e+07,-2.65001e+07
2.99415e+07,-2.65237e+07
2.99205e+07,-2.65473e+07
2.98996e+07,-2.65709e+07
2.98786e+07,-2.65945e+07
2.98576e+07,-2.66181e+07
2.98366e+07,-2.66417e+07
2.98156e+07,-2.66652e+07
2.97945e+07,-2.66887e+07
2.97734e+07,-2.67122e+07
2.97523e+07,-2.67357e+07
2.97312e+07,-2.67592e+07
2.97101e+07,-2.67826e+07
2.9689e+07,-2.68061e+07
2.96678e+07,-2.68295e+07
2.96466e+07,-2.68529e+07
2.96254e+07,-2.68763e+07
2.96042e+07,-2.68997e+07
2.9583e+07,-2.6923e+07
2.95617e+07,-2.69464e+07
2.95404e+07,-2.69697e+07
2.95191e+07,-2.6993e+07
2.94978e+07,-2.70163e+07
2.94765e+07,-2.70395e+07
2.94551e+07,-2.70628e+07
2.94338e+07,-2.7086e+07
2.94124e+07,-2.71093e+07
2.9391e+07,-2.71325e+07
2.93696e+07,-2.71556e+07
2.93481e+07,-2.71788e+07
2.93267e+07,-2.7202e+07
2.93052e+07,-2.72251e+07
2.92837e+07,-2.72482e+07
2.92622e+07,-2.72713e+07
2.92406e+07,-2.72944e+07
2.92191e+07,-2.73175e+07
2.91975e+07,-2.73405e+07
2.91759e+07,-2.73636e+07
2.91543e+07,-2.73866e+07
2.91327e+07,-2.74096e+07
2.91111e+07,-2.74326e+07
2.90894e+07,-2.74555e+07
2.90677e+07,-2.74785e+07
2.9046e+07,-2.75014e+07
2.90243e+07,-2.75243e+07
2.90026e+07,-2.75472e+07
2.89809e+07,-2.75701e+07
2.89591e+07,-2.7593e+07
2.89373e+07,-2.76158e+07
2.89155e+07,-2.76386e+07
2.88937e+07,-2.76614e+07
2.88718e+07,-2.76842e+07
2.885e+07,-2.7707e+07
2.88281e+07,-2.77298e+07
2.88062e+07,-2.77525e+07
2.87843e+07,-2.77752e+07
2.87624e+07,-2.77979e+07
2.87404e+07,-2.78206e+07
2.87185e+07,-2.78433e+07
2.86965e+07,-2.7866e+07
2.86745e+07,-2.78886e+07
2.86525e+07,-2.79112e+07
2.86304e+07,-2.79338e+07
2.86084e+07,-2.79564e+07
2.85863e+07,-2.7979e+07
2.85642e+07,-2.80015e+07
2.85421e+07,-2.80241e+07
2.852e+07,-2.80466e+07
2.84978e+07,-2.80691e+07
2.84757e+07,-2.80916e+07
2.84535e+07,-2.8114e+07
2.84313e+07,-2.81365e+07
2.84091e+07,-2.81589e+07
2.83869e+07,-2.81813e+07
2.83646e+07,-2.82037e+07
2.83423e+07,-2.82261e+07
2.83201e+07,-2.82484e+07
2.82978e+07,-2.82708e+07
2.82754e+07,-2.82931e+07
2.82531e+07,-2.83154e+07
2.82307e+07,-2.83377e+07
2.82084e+07,-2.836e+07
2.8186e+07,-2.83822e+07
2.81636e+07,-2.84045e+07
2.81411e+07,-2.84267e+07
2.81187e+07,-2.84489e+07
2.80962e+07,-2.84711e+07
2.80738e+07,-2.84932e+07
2.80513e+07,-2.85154e+07
2.80288e+07,-2.85375e+07
2.80062e+07,-2.85596e+07
2.79837e+07,-2.85817e+07
2.79611e+07,-2.86038e+07
2.79385e+07,-2.86258e+07
2.79159e+07,-2.86479e+07
2.78933e+07,-2.86699e+07
2.78707e+07,-2.86919e+07
2.7848e+07,-2.87139e+07
2.78254e+07,-2.87359e+07
2.78027e+07,-2.87578e+07
2.778e+07,-2.87797e+07
2.77573e+07,-2.88017e+07
2.77345e+07,-2.88235e+07
2.77118e+07,-2.88454e+07
2.7689e+07,-2.88673e+07
2.76662e+07,-2.88891e+07
2.76434e+07,-2.8911e+07
2.76206e+07,-2.89328e+07
2.75977e+07,-2.89545e+07
2.75749e+07,-2.89763e+07
2.7552e+07,-2.89981e+07
2.75291e+07,-2.90198e+07
2.75062e+07,-2.90415e+07
2.74833e+07,-2.90632e+07
2.74603e+07,-2.90849e+07
2.74373e+07,-2.91066e+07
2.74144e+07,-2.91282e+07
2.73914e+07,-2.91498e+07
2.73684e+07,-2.91714e+07
2.73453e+07,-2.9193e+07
2.73223e+07,-2.92146e+07
2.72992e+07,-2.92362e+07
2.72761e+07,-2.92577e+07
2.7253e+07,-2.92792e+07
2.72299e+07,-2.93007e+07
2.72068e+07,-2.93222e+07
2.71836e+07,-2.93436e+07
2.71605e+07,-2.93651e+07
2.71373e+07,-2.93865e+07
2.71141e+07,-2.94079e+07
2.70909e+07,-2.94293e+07
2.70676e+07,-2.94507e+07
2.70444e+07,-2.9472e+07
2.70211e+07,-2.94934e+07
2.69978e+07,-2.95147e+07
2.69745e+07,-2.9536e+07
2.69512e+07,-2.95573e+07
2.69279e+07,-2.95785e+07
2.69045e+07,-2.95998e+07
2.68812e+07,-2.9621e+07
2.68578e+07,-2.96422e+07
2.68344e+07,-2.96634e+07
2.6811e+07,-2.96845e+07
2.67875e+07,-2.97057e+07
2.67641e+07,-2.97268e+07
2.67406e+07,-2.97479e+07
2.67171e+07,-2.9769e+07
2.66936e+07,-2.97901e+07
2.66701e+07,-2.98112e+07
2.66466e+07,-2.98322e+07
2.6623e+07,-2.98532e+07
2.65994e+07,-2.98742e+07
2.65759e+07,-2.98952e+07
2.65523e+07,-2.99162e+07
2.65286e+07,-2.99371e+07
2.6505e+07,-2.9958e+07
2.64814e+07,-2.9979e+07
2.64577e+07,-2.99998e+07
2.6434e+07,-3.00207e+07
2.64103e+07,-3.00416e+07
2.63866e+07,-3.00624e+07
2.63629e+07,-3.00832e+07
2.63391e+07,-3.0104e+07
2.63153e+07,-3.01248e+07
2.62916e+07,-3.01455e+07
2.62678e+07,-3.01663e+07
2.62439e+07,-3.0187e+07
2.62201e+07,-3.02077e+07
2.61963e+07,-3.02284e+07
2.61724e+07,-3.02491e+07
2.61485e+07,-3.02697e+07
2.61246e+07,-3.02903e+07
2.61007e+07,-3.03109e+07
2.60768e+07,-3.03315e+07
2.60528e+07,-3.03521e+07
2.60289e+07,-3.03726e+07
2.60049e+07,-3.03932e+07
2.59809e+07,-3.04137e+07
2.59569e+07,-3.04342e+07
2.59329e+07,-3.04547e+07
2.59088e+07,-3.04751e+07
2.58848e+07,-3.04956e+07
2.58607e+07,-3.0516e+07
2.58366e+07,-3.05364e+07
2.58125e+07,-3.05568e+07
2.57884e+07,-3.05771e+07
2.57642e+07,-3.05975e+07
2.57401e+07,-3.06178e+07
2.57159e+07,-3.06381e+07
2.56917e+07,-3.06584e+07
2.56675e+07,-3.06786e+07
2.56433e+07,-3.06989e+07
2.56191e+07,-3.07191e+07
2.55948e+07,-3.07393e+07
2.55705e+07,-3.07595e+07
2.55463e+07,-3.07797e+07
2.5522e+07,-3.07998e+07
2.54976e+07,-3.082e+07
2.54733e+07,-3.08401e+07
2.5449e+07,-3.08602e+07
2.54246e+07,-3.08802e+07
2.54002e+07,-3.09003e+07
2.53758e+07,-3.09203e+07
2.53514e+07,-3.09403e+07
2.5327e+07,-3.09603e+07
2.53026e+07,-3.09803e+07
2.52781e+07,-3.10003e+07
2.52536e+07,-3.10202e+07
2.52291e+07,-3.10401e+07
2.52046e+07,-3.106e+07
2.51801e+07,-3.10799e+07
2.51556e+07,-3.10998e+07
2.5131e+07,-3.11196e+07
2.51065e+07,-3.11395e+07
2.50819e+07,-3.11593e+07
2.50573e+07,-3.1179e+07
2.50327e+07,-3.11988e+07
2.5008e+07,-3.12186e+07
2.49834e+07,-3.12383e+07
2.49587e+07,-3.1258e+07
2.49341e+07,-3.12777e+07
2.49094e+07,-3.12973e+07
2.48847e+07,-3.1317e+07
2.48599e+07,-3.13366e+07
2.48352e+07,-3.13562e+07
2.48104e+07,-3.13758e+07
2.47857e+07,-3.13954e+07
2.47609e+07,-3.14149e+07
2.47361e+07,-3.14345e+07
2.47113e+07,-3.1454e+07
2.46864e+07,-3.14735e+07
2.46616e+07,-3.14929e+07
2.46367e+07,-3.15124e+07
2.46119e+07,-3.15318e+07
2.4587e+07,-3.15512e+07
2.45621e+07,-3.15706e+07
2.45371e+07,-3.159e+07
2.45122e+07,-3.16094e+07
2.44872e+07,-3.16287e+07
2.44623e+07,-3.1648e+07
2.44373e+07,-3.16673e+07
2.44123e+07,-3.16866e+07
2.43873e+07,-3.17058e+07
2.43623e+07,-3.17251e+07
2.43372e+07,-3.17443e+07
2.43121e+07,-3.17635e+07
2.42871e+07,-3.17827e+07
2.4262e+07,-3.18018e+07
2.42369e+07,-3.1821e+07
2.42118e+07,-3.18401e+07
2.41866e+07,-3.18592e+07
2.41615e+07,-3.18783e+07
2.41363e+07,-3.18973e+07
2.41111e+07,-3.19164e+07
2.40859e+07,-3.19354e+07
2.40607e+07,-3.19544e+07
2.40355e+07,-3.19733e+07
2.40103e+07,-3.19923e+07
2.3985e+07,-3.20112e+07
2.39597e+07,-3.20302e+07
2.39344e+07,-3.20491e+07
2.39091e+07,-3.20679e+07
2.38838e+07,-3.20868e+07
2.38585e+07,-3.21056e+07
2.38332e+07,-3.21245e+07
2.38078e+07,-3.21433e+07
2.37824e+07,-3.2162e+07
2.3757e+07,-3.21808e+07
2.37316e+07,-3.21995e+07
2.37062e+07,-3.22182e+07
2.36808e+07,-3.22369e+07
2.36553e+07,-3.22556e+07
2.36299e+07,-3.22743e+07
2.36044e+07,-3.22929e+07
2.35789e+07,-3.23115e+07
2.35534e+07,-3.23301e+07
2.35279e+07,-3.23487e+07
2.35023e+07,-3.23673e+07
2.34768e+07,-3.23858e+07
2.34512e+07,-3.24043e+07
2.34256e+07,-3.24228e+07
2.34e+07,-3.24413e+07
2.33744e+07,-3.24598e+07
2.33488e+07,-3.24782e+07
2.33232e+07,-3.24966e+07
2.32975e+07,-3.2515e+07
2.32718e+07,-3.25334e+07
2.32462e+07,-3.25517e+07
2.32205e+07,-3.25701e+07
2.31948e+07,-3.25884e+07
2.3169e+07,-3.26067e+07
2.31433e+07,-3.2625e+07
2.31175e+07,-3.26432e+07
2.30918e+07,-3.26614e+07
2.3066e+07,-3.26797e+07
2.30402e+07,-3.26979e+07
2.30144e+07,-3.2716e+07
2.29885e+07,-3.27342e+07
2.29627e+07,-3.27523e+07
2.29369e+07,-3.27704e+07
2.2911e+07,-3.27885e+07
2.28851e+07,-3.28066e+07
2.28592e+07,-3.28246e+07
2.28333e+07,-3.28427e+07
2.28074e+07,-3.28607e+07
