A,B
-2.51897e+07,-3.10722e+07
-2.52142e+07,-3.10523e+07
-2.52387e+07,-3.10324e+07
-2.52631e+07,-3.10125e+07
-2.52876e+07,-3.09925e+07
-2.53121e+07,-3.09726e+07
-2.53365e+07,-3.09526e+07
-2.53609e+07,-3.09326e+07
-2.53853e+07,-3.09125e+07
-2.54097e+07,-3.08925e+07
-2.54341e+07,-3.08724e+07
-2.54584e+07,-3.08524e+07
-2.54828e+07,-3.08323e+07
-2.55071e+07,-3.08121e+07
-2.55314e+07,-3.0792e+07
-2.55557e+07,-3.07718e+07
-2.558e+07,-3.07517e+07
-2.56042e+07,-3.07315e+07
-2.56285e+07,-3.07112e+07
-2.56527e+07,-3.0691e+07
-2.56769e+07,-3.06708e+07
-2.57011e+07,-3.06505e+07
-2.57253e+07,-3.06302e+07
-2.57495e+07,-3.06099e+07
-2.57736e+07,-3.05895e+07
-2.57978e+07,-3.05692e+07
-2.58219e+07,-3.05488e+07
-2.5846e+07,-3.05284e+07
-2.58701e+07,-3.0508e+07
-2.58941e+07,-3.04876e+07
-2.59182e+07,-3.04672e+07
-2.59422e+07,-3.04467e+07
-2.59662e+07,-3.04262e+07
-2.59902e+07,-3.04057e+07
-2.60142e+07,-3.03852e+07
-2.60382e+07,-3.03647e+07
-2.60622e+07,-3.03441e+07
-2.60861e+07,-3.03235e+07
-2.611e+07,-3.03029e+07
-2.61339e+07,-3.02823e+07
-2.61578e+07,-3.02617e+07
-2.61817e+07,-3.0241e+07
-2.62055e+07,-3.02204e+07
-2.62294e+07,-3.01997e+07
-2.62532e+07,-3.0179e+07
-2.6277e+07,-3.01582e+07
-2.63008e+07,-3.01375e+07
-2.63246e+07,-3.01167e+07
-2.63483e+07,-3.00959e+07
-2.63721e+07,-3.00751e+07
-2.63958e+07,-3.00543e+07
-2.64195e+07,-3.00335e+07
-2.64432e+07,-3.00126e+07
-2.64669e+07,-2.99917e+07
-2.64906e+07,-2.99708e+07
-2.65142e+07,-2.99499e+07
-2.65378e+07,-2.9929e+07
-2.65614e+07,-2.9908e+07
-2.6585e+07,-2.98871e+07
-2.66086e+07,-2.98661e+07
-2.66322e+07,-2.98451e+07
-2.66557e+07,-2.9824e+07
-2.66792e+07,-2.9803e+07
-2.67028e+07,-2.97819e+07
-2.67263e+07,-2.97608e+07
-2.67497e+07,-2.97397e+07
-2.67732e+07,-2.97186e+07
-2.67966e+07,-2.96975e+07
-2.68201e+07,-2.96763e+07
-2.68435e+07,-2.96551e+07
-2.68669e+07,-2.9634e+07
-2.68903e+07,-2.96127e+07
-2.69136e+07,-2.95915e+07
-2.6937e+07,-2.95703e+07
-2.69603e+07,-2.9549e+07
-2.69836e+07,-2.95277e+07
-2.70069e+07,-2.95064e+07
-2.70302e+07,-2.94851e+07
-2.70534e+07,-2.94637e+07
-2.70767e+07,-2.94424e+07
-2.70999e+07,-2.9421e+07
-2.71231e+07,-2.93996e+07
-2.71463e+07,-2.93782e+07
-2.71695e+07,-2.93568e+07
-2.71926e+07,-2.93353e+07
-2.72158e+07,-2.93138e+07
-2.72389e+07,-2.92924e+07
-2.7262e+07,-2.92708e+07
-2.72851e+07,-2.92493e+07
-2.73082e+07,-2.92278e+07
-2.73312e+07,-2.92062e+07
-2.73543e+07,-2.91846e+07
-2.73773e+07,-2.9163e+07
-2.74003e+07,-2.91414e+07
-2.74233e+07,-2.91198e+07
-2.74463e+07,-2.90981e+07
-2.74692e+07,-2.90765e+07
-2.74922e+07,-2.90548e+07
-2.75151e+07,-2.90331e+07
-2.7538e+07,-2.90114e+07
-2.75609e+07,-2.89896e+07
-2.75837e+07,-2.89679e+07
-2.76066e+07,-2.89461e+07
-2.76294e+07,-2.89243e+07
-2.76523e+07,-2.89025e+07
-2.76751e+07,-2.88806e+07
-2.76978e+07,-2.88588e+07
-2.77206e+07,-2.88369e+07
-2.77434e+07,-2.8815e+07
-2.77661e+07,-2.87931e+07
-2.77888e+07,-2.87712e+07
-2.78115e+07,-2.87493e+07
-2.78342e+07,-2.87273e+07
-2.78568e+07,-2.87053e+07
-2.78795e+07,-2.86833e+07
-2.79021e+07,-2.86613e+07
-2.79247e+07,-2.86393e+07
-2.79473e+07,-2.86173e+07
-2.79699e+07,-2.85952e+07
-2.79924e+07,-2.85731e+07
-2.8015e+07,-2.8551e+07
-2.80375e+07,-2.85289e+07
-2.806e+07,-2.85068e+07
-2.80825e+07,-2.84846e+07
-2.8105e+07,-2.84624e+07
-2.81274e+07,-2.84402e+07
-2.81499e+07,-2.8418e+07
-2.81723e+07,-2.83958e+07
-2.81947e+07,-2.83736e+07
-2.82171e+07,-2.83513e+07
-2.82394e+07,-2.8329e+07
-2.82618e+07,-2.83067e+07
-2.82841e+07,-2.82844e+07
-2.83064e+07,-2.82621e+07
-2.83287e+07,-2.82398e+07
-2.8351e+07,-2.82174e+07
-2.83733e+07,-2.8195e+07
-2.83955e+07,-2.81726e+07
-2.84177e+07,-2.81502e+07
-2.84399e+07,-2.81277e+07
-2.84621e+07,-2.81053e+07
-2.84843e+07,-2.80828e+07
-2.85064e+07,-2.80603e+07
-2.85286e+07,-2.80378e+07
-2.85507e+07,-2.80153e+07
-2.85728e+07,-2.79928e+07
-2.85949e+07,-2.79702e+07
-2.86169e+07,-2.79476e+07
-2.8639e+07,-2.7925e+07
-2.8661e+07,-2.79024e+07
-2.8683e+07,-2.78798e+07
-2.8705e+07,-2.78572e+07
-2.8727e+07,-2.78345e+07
-2.8749e+07,-2.78118e+07
-2.87709e+07,-2.77891e+07
-2.87928e+07,-2.77664e+07
-2.88147e+07,-2.77437e+07
-2.88366e+07,-2.77209e+07
-2.88585e+07,-2.76982e+07
-2.88803e+07,-2.76754e+07
-2.89022e+07,-2.76526e+07
-2.8924e+07,-2.76298e+07
-2.89458e+07,-2.76069e+07
-2.89676e+07,-2.75841e+07
-2.89893e+07,-2.75612e+07
-2.90111e+07,-2.75383e+07
-2.90328e+07,-2.75154e+07
-2.90545e+07,-2.74925e+07
-2.90762e+07,-2.74696e+07
-2.90978e+07,-2.74466e+07
-2.91195e+07,-2.74236e+07
-2.91411e+07,-2.74006e+07
-2.91627e+07,-2.73776e+07
-2.91843e+07,-2.73546e+07
-2.92059e+07,-2.73316e+07
-2.92275e+07,-2.73085e+07
-2.9249e+07,-2.72854e+07
-2.92705e+07,-2.72623e+07
-2.9292e+07,-2.72392e+07
-2.93135e+07,-2.72161e+07
-2.9335e+07,-2.7193e+07
-2.93565e+07,-2.71698e+07
-2.93779e+07,-2.71466e+07
-2.93993e+07,-2.71234e+07
-2.94207e+07,-2.71002e+07
-2.94421e+07,-2.7077e+07
-2.94634e+07,-2.70538e+07
-2.94848e+07,-2.70305e+07
-2.95061e+07,-2.70072e+07
-2.95274e+07,-2.69839e+07
-2.95487e+07,-2.69606e+07
-2.957e+07,-2.69373e+07
-2.95912e+07,-2.69139e+07
-2.96124e+07,-2.68906e+07
-2.96337e+07,-2.68672e+07
-2.96548e+07,-2.68438e+07
-2.9676e+07,-2.68204e+07
-2.96972e+07,-2.6797e+07
-2.97183e+07,-2.67735e+07
-2.97394e+07,-2.67501e+07
-2.97605e+07,-2.67266e+07
-2.97816e+07,-2.67031e+07
-2.98027e+07,-2.66796e+07
-2.98237e+07,-2.6656e+07
-2.98448e+07,-2.66325e+07
-2.98658e+07,-2.66089e+07
-2.98868e+07,-2.65854e+07
-2.99077e+07,-2.65618e+07
-2.99287e+07,-2.65382e+07
-2.99496e+07,-2.65145e+07
-2.99705e+07,-2.64909e+07
-2.99914e+07,-2.64672e+07
-3.00123e+07,-2.64435e+07
-3.00332e+07,-2.64199e+07
-3.0054e+07,-2.63961e+07
-3.00748e+07,-2.63724e+07
-3.00956e+07,-2.63487e+07
-3.01164e+07,-2.63249e+07
-3.01372e+07,-2.63011e+07
-3.01579e+07,-2.62774e+07
-3.01787e+07,-2.62535e+07
-3.01994e+07,-2.62297e+07
-3.02201e+07,-2.62059e+07
-3.02407e+07,-2.6182e+07
-3.02614e+07,-2.61581e+07
-3.0282e+07,-2.61343e+07
-3.03026e+07,-2.61103e+07
-3.03232e+07,-2.60864e+07
-3.03438e+07,-2.60625e+07
-3.03644e+07,-2.60385e+07
-3.03849e+07,-2.60146e+07
-3.04054e+07,-2.59906e+07
-3.04259e+07,-2.59666e+07
-3.04464e+07,-2.59426e+07
-3.04669e+07,-2.59185e+07
-3.04873e+07,-2.58945e+07
-3.05077e+07,-2.58704e+07
-3.05282e+07,-2.58463e+07
-3.05485e+07,-2.58222e+07
-3.05689e+07,-2.57981e+07
-3.05893e+07,-2.5774e+07
-3.06096e+07,-2.57498e+07
-3.06299e+07,-2.57256e+07
-3.06502e+07,-2.57015e+07
-3.06705e+07,-2.56773e+07
-3.06907e+07,-2.56531e+07
-3.0711e+07,-2.56288e+07
-3.07312e+07,-2.56046e+07
-3.07514e+07,-2.55803e+07
-3.07716e+07,-2.5556e+07
-3.07917e+07,-2.55318e+07
-3.08119e+07,-2.55074e+07
-3.0832e+07,-2.54831e+07
-3.08521e+07,-2.54588e+07
-3.08722e+07,-2.54344e+07
-3.08922e+07,-2.54101e+07
-3.09123e+07,-2.53857e+07
-3.09323e+07,-2.53613e+07
-3.09523e+07,-2.53368e+07
-3.09723e+07,-2.53124e+07
-3.09922e+07,-2.5288e+07
-3.10122e+07,-2.52635e+07
-3.10321e+07,-2.5239e+07
-3.1052e+07,-2.52145e+07
-3.10719e+07,-2.519e+07
-3.10918e+07,-2.51655e+07
-3.11116e+07,-2.51409e+07
-3.11315e+07,-2.51164e+07
-3.11513e+07,-2.50918e+07
-3.11711e+07,-2.50672e+07
-3.11908e+07,-2.50426e+07
-3.12106e+07,-2.5018e+07
-3.12303e+07,-2.49933e+07
-3.125e+07,-2.49687e+07
-3.12697e+07,-2.4944e+07
-3.12894e+07,-2.49193e+07
-3.13091e+07,-2.48946e+07
-3.13287e+07,-2.48699e+07
-3.13483e+07,-2.48452e+07
-3.13679e+07,-2.48204e+07
-3.13875e+07,-2.47957e+07
-3.14071e+07,-2.47709e+07
-3.14266e+07,-2.47461e+07
-3.14461e+07,-2.47213e+07
-3.14656e+07,-2.46965e+07
-3.14851e+07,-2.46716e+07
-3.15046e+07,-2.46468e+07
-3.1524e+07,-2.46219e+07
-3.15434e+07,-2.4597e+07
-3.15628e+07,-2.45721e+07
-3.15822e+07,-2.45472e+07
-3.16016e+07,-2.45222e+07
-3.16209e+07,-2.44973e+07
-3.16402e+07,-2.44723e+07
-3.16595e+07,-2.44474e+07
-3.16788e+07,-2.44224e+07
-3.16981e+07,-2.43974e+07
-3.17173e+07,-2.43723e+07
-3.17366e+07,-2.43473e+07
-3.17558e+07,-2.43222e+07
-3.17749e+07,-2.42972e+07
-3.17941e+07,-2.42721e+07
-3.18133e+07,-2.4247e+07
-3.18324e+07,-2.42219e+07
-3.18515e+07,-2.41968e+07
-3.18706e+07,-2.41716e+07
-3.18896e+07,-2.41464e+07
-3.19087e+07,-2.41213e+07
-3.19277e+07,-2.40961e+07
-3.19467e+07,-2.40709e+07
-3.19657e+07,-2.40457e+07
-3.19847e+07,-2.40204e+07
-3.20036e+07,-2.39952e+07
-3.20225e+07,-2.39699e+07
-3.20415e+07,-2.39446e+07
-3.20603e+07,-2.39193e+07
-3.20792e+07,-2.3894e+07
-3.20981e+07,-2.38687e+07
-3.21169e+07,-2.38434e+07
-3.21357e+07,-2.3818e+07
-3.21545e+07,-2.37926e+07
-3.21732e+07,-2.37673e+07
-3.2192e+07,-2.37419e+07
-3.22107e+07,-2.37165e+07
-3.22294e+07,-2.3691e+07
-3.22481e+07,-2.36656e+07
-3.22668e+07,-2.36401e+07
-3.22854e+07,-2.36147e+07
-3.2304e+07,-2.35892e+07
-3.23227e+07,-2.35637e+07
-3.23412e+07,-2.35381e+07
-3.23598e+07,-2.35126e+07
-3.23783e+07,-2.34871e+07
-3.23969e+07,-2.34615e+07
-3.24154e+07,-2.34359e+07
-3.24339e+07,-2.34103e+07
-3.24523e+07,-2.33847e+07
-3.24708e+07,-2.33591e+07
-3.24892e+07,-2.33335e+07
-3.25076e+07,-2.33078e+07
-3.2526e+07,-2.32822e+07
-3.25444e+07,-2.32565e+07
-3.25627e+07,-2.32308e+07
-3.2581e+07,-2.32051e+07
-3.25993e+07,-2.31794e+07
-3.26176e+07,-2.31537e+07
-3.26359e+07,-2.31279e+07
-3.26541e+07,-2.31021e+07
-3.26723e+07,-2.30764e+07
-3.26905e+07,-2.30506e+07
-3.27087e+07,-2.30248e+07
-3.27269e+07,-2.2999e+07
-3.2745e+07,-2.29731e+07
-3.27631e+07,-2.29473e+07
-3.27812e+07,-2.29214e+07
-3.27993e+07,-2.28955e+07
-3.28174e+07,-2.28696e+07
-3.28354e+07,-2.28437e+07
-3.28534e+07,-2.28178e+07
-3.28714e+07,-2.27919e+07
-3.28894e+07,-2.27659e+07
-3.29074e+07,-2.274e+07
-3.29253e+07,-2.2714e+07
-3.29432e+07,-2.2688e+07
-3.29611e+07,-2.2662e+07
-3.2979e+07,-2.2636e+07
-3.29968e+07,-2.26099e+07
-3.30147e+07,-2.25839e+07
-3.30325e+07,-2.25578e+07
-3.30503e+07,-2.25318e+07
-3.3068e+07,-2.25057e+07
-3.30858e+07,-2.24796e+07
-3.31035e+07,-2.24534e+07
-3.31212e+07,-2.24273e+07
-3.31389e+07,-2.24012e+07
-3.31566e+07,-2.2375e+07
-3.31742e+07,-2.23488e+07
-3.31919e+07,-2.23226e+07
-3.32095e+07,-2.22964e+07
-3.32271e+07,-2.22702e+07
-3.32446e+07,-2.2244e+07
-3.32622e+07,-2.22178e+07
-3.32797e+07,-2.21915e+07
-3.32972e+07,-2.21652e+07
-3.33147e+07,-2.21389e+07
-3.33321e+07,-2.21126e+07
-3.33496e+07,-2.20863e+07
-3.3367e+07,-2.206e+07
-3.33844e+07,-2.20337e+07
-3.34018e+07,-2.20073e+07
-3.34191e+07,-2.19809e+07
-3.34365e+07,-2.19546e+07
-3.34538e+07,-2.19282e+07
-3.34711e+07,-2.19018e+07
-3.34883e+07,-2.18753e+07
-3.35056e+07,-2.18489e+07
-3.35228e+07,-2.18225e+07
-3.354e+07,-2.1796e+07
-3.35572e+07,-2.17695e+07
-3.35744e+07,-2.1743e+07
-3.35916e+07,-2.17165e+07
-3.36087e+07,-2.169e+07
-3.36258e+07,-2.16635e+07
-3.36429e+07,-2.16369e+07
-3.36599e+07,-2.16104e+07
-3.3677e+07,-2.15838e+07
-3.3694e+07,-2.15572e+07
-3.3711e+07,-2.15306e+07
-3.3728e+07,-2.1504e+07
-3.3745e+07,-2.14774e+07
-3.37619e+07,-2.14508e+07
-3.37788e+07,-2.14241e+07
-3.37957e+07,-2.13974e+07
-3.38126e+07,-2.13708e+07
-3.38294e+07,-2.13441e+07
-3.38463e+07,-2.13174e+07
-3.38631e+07,-2.12906e+07
-3.38799e+07,-2.12639e+07
-3.38966e+07,-2.12372e+07
-3.39134e+07,-2.12104e+07
-3.39301e+07,-2.11836e+07
-3.39468e+07,-2.11569e+07
-3.39635e+07,-2.11301e+07
-3.39802e+07,-2.11033e+07
-3.39968e+07,-2.10764e+07
-3.40134e+07,-2.10496e+07
-3.40301e+07,-2.10227e+07
-3.40466e+07,-2.09959e+07
-3.40632e+07,-2.0969e+07
-3.40797e+07,-2.09421e+07
-3.40962e+07,-2.09152e+07
-3.41127e+07,-2.08883e+07
-3.41292e+07,-2.08614e+07
-3.41457e+07,-2.08344e+07
-3.41621e+07,-2.08075e+07
-3.41785e+07,-2.07805e+07
-3.41949e+07,-2.07535e+07
-3.42113e+07,-2.07265e+07
-3.42276e+07,-2.06995e+07
-3.42439e+07,-2.06725e+07
-3.42602e+07,-2.06455e+07
-3.42765e+07,-2.06184e+07
-3.42928e+07,-2.05914e+07
-3.4309e+07,-2.05643e+07
-3.43252e+07,-2.05372e+07
-3.43414e+07,-2.05101e+07
-3.43576e+07,-2.0483e+07
-3.43738e+07,-2.04559e+07
-3.43899e+07,-2.04288e+07
-3.4406e+07,-2.04016e+07
-3.44221e+07,-2.03745e+07
-3.44382e+07,-2.03473e+07
-3.44542e+07,-2.03201e+07
-3.44702e+07,-2.02929e+07
-3.44862e+07,-2.02657e+07
-3.45022e+07,-2.02385e+07
-3.45182e+07,-2.02112e+07
-3.45341e+07,-2.0184e+07
-3.455e+07,-2.01567e+07
-3.45659e+07,-2.01295e+07
-3.45818e+07,-2.01022e+07
-3.45977e+07,-2.00749e+07
-3.46135e+07,-2.00476e+07
-3.46293e+07,-2.00202e+07
-3.46451e+07,-1.99929e+07
-3.46609e+07,-1.99656e+07
-3.46766e+07,-1.99382e+07
-3.46923e+07,-1.99108e+07
-3.4708e+07,-1.98834e+07
-3.47237e+07,-1.98561e+07
-3.47394e+07,-1.98286e+07
-3.4755e+07,-1.98012e+07
-3.47706e+07,-1.97738e+07
-3.47862e+07,-1.97463e+07
-3.48018e+07,-1.97189e+07
-3.48174e+07,-1.96914e+07
-3.48329e+07,-1.96639e+07
-3.48484e+07,-1.96364e+07
-3.48639e+07,-1.96089e+07
-3.48793e+07,-1.95814e+07
-3.48948e+07,-1.95539e+07
-3.49102e+07,-1.95263e+07
-3.49256e+07,-1.94988e+07
-3.4941e+07,-1.94712e+07
-3.49563e+07,-1.94436e+07
-3.49717e+07,-1.9416e+07
-3.4987e+07,-1.93884e+07
-3.50023e+07,-1.93608e+07
-3.50175e+07,-1.93332e+07
-3.50328e+07,-1.93055e+07
-3.5048e+07,-1.92779e+07
-3.50632e+07,-1.92502e+07
-3.50784e+07,-1.92225e+07
-3.50936e+07,-1.91948e+07
-3.51087e+07,-1.91671e+07
-3.51238e+07,-1.91394e+07
-3.51389e+07,-1.91117e+07
-3.5154e+07,-1.9084e+07
-3.5169e+07,-1.90562e+07
-3.51841e+07,-1.90285e+07
-3.51991e+07,-1.90007e+07
-3.5214e+07,-1.89729e+07
-3.5229e+07,-1.89451e+07
-3.52439e+07,-1.89173e+07
-3.52589e+07,-1.88895e+07
-3.52738e+07,-1.88616e+07
-3.52886e+07,-1.88338e+07
-3.53035e+07,-1.88059e+07
-3.53183e+07,-1.87781e+07
-3.53331e+07,-1.87502e+07
-3.53479e+07,-1.87223e+07
-3.53627e+07,-1.86944e+07
-3.53774e+07,-1.86665e+07
-3.53921e+07,-1.86386e+07
-3.54068e+07,-1.86106e+07
-3.54215e+07,-1.85827e+07
-3.54362e+07,-1.85547e+07
-3.54508e+07,-1.85268e+07
-3.54654e+07,-1.84988e+07
-3.548e+07,-1.84708e+07
-3.54946e+07,-1.84428e+07
-3.55091e+07,-1.84148e+07
-3.55236e+07,-1.83867e+07
-3.55381e+07,-1.83587e+07
-3.55526e+07,-1.83306e+07
-3.55671e+07,-1.83026e+07
-3.55815e+07,-1.82745e+07
-3.55959e+07,-1.82464e+07
-3.56103e+07,-1.82183e+07
-3.56247e+07,-1.81902e+07
-3.5639e+07,-1.81621e+07
-3.56533e+07,-1.8134e+07
-3.56676e+07,-1.81058e+07
-3.56819e+07,-1.80777e+07
-3.56962e+07,-1.80495e+07
-3.57104e+07,-1.80213e+07
-3.57246e+07,-1.79931e+07
-3.57388e+07,-1.79649e+07
-3.5753e+07,-1.79367e+07
-3.57671e+07,-1.79085e+07
-3.57812e+07,-1.78803e+07
-3.57953e+07,-1.7852e+07
-3.58094e+07,-1.78238e+07
-3.58235e+07,-1.77955e+07
-3.58375e+07,-1.77672e+07
-3.58515e+07,-1.77389e+07
-3.58655e+07,-1.77106e+07
-3.58795e+07,-1.76823e+07
-3.58934e+07,-1.7654e+07
-3.59073e+07,-1.76257e+07
-3.59212e+07,-1.75973e+07
-3.59351e+07,-1.7569e+07
-3.59489e+07,-1.75406e+07
-3.59628e+07,-1.75122e+07
-3.59766e+07,-1.74838e+07
-3.59904e+07,-1.74555e+07
-3.60041e+07,-1.7427e+07
-3.60179e+07,-1.73986e+07
-3.60316e+07,-1.73702e+07
-3.60453e+07,-1.73418e+07
-3.6059e+07,-1.73133e+07
-3.60726e+07,-1.72848e+07
-3.60863e+07,-1.72564e+07
-3.60999e+07,-1.72279e+07
-3.61134e+07,-1.71994e+07
-3.6127e+07,-1.71709e+07
-3.61406e+07,-1.71424e+07
-3.61541e+07,-1.71138e+07
-3.61676e+07,-1.70853e+07
-3.6181e+07,-1.70567e+07
-3.61945e+07,-1.70282e+07
-3.62079e+07,-1.69996e+07
-3.62213e+07,-1.6971e+07
-3.62347e+07,-1.69425e+07
-3.62481e+07,-1.69138e+07
-3.62614e+07,-1.68852e+07
-3.62747e+07,-1.68566e+07
-3.6288e+07,-1.6828e+07
-3.63013e+07,-1.67993e+07
-3.63145e+07,-1.67707e+07
-3.63277e+07,-1.6742e+07
-3.63409e+07,-1.67133e+07
-3.63541e+07,-1.66847e+07
-3.63673e+07,-1.6656e+07
-3.63804e+07,-1.66273e+07
-3.63935e+07,-1.65985e+07
-3.64066e+07,-1.65698e+07
-3.64197e+07,-1.65411e+07
-3.64327e+07,-1.65123e+07
-3.64457e+07,-1.64836e+07
-3.64587e+07,-1.64548e+07
-3.64717e+07,-1.6426e+07
-3.64847e+07,-1.63972e+07
-3.64976e+07,-1.63684e+07
-3.65105e+07,-1.63396e+07
-3.65234e+07,-1.63108e+07
-3.65362e+07,-1.6282e+07
-3.65491e+07,-1.62532e+07
-3.65619e+07,-1.62243e+07
-3.65747e+07,-1.61954e+07
-3.65875e+07,-1.61666e+07
-3.66002e+07,-1.61377e+07
-3.66129e+07,-1.61088e+07
-3.66256e+07,-1.60799e+07
-3.66383e+07,-1.6051e+07
-3.6651e+07,-1.60221e+07
-3.66636e+07,-1.59931e+07
-3.66762e+07,-1.59642e+07
-3.66888e+07,-1.59353e+07
-3.67014e+07,-1.59063e+07
-3.67139e+07,-1.58773e+07
-3.67264e+07,-1.58484e+07
-3.67389e+07,-1.58194e+07
-3.67514e+07,-1.57904e+07
-3.67638e+07,-1.57614e+07
-3.67763e+07,-1.57323e+07
-3.67887e+07,-1.57033e+07
-3.6801e+07,-1.56743e+07
-3.68134e+07,-1.56452e+07
-3.68257e+07,-1.56162e+07
-3.68381e+07,-1.55871e+07
-3.68503e+07,-1.5558e+07
-3.68626e+07,-1.55289e+07
-3.68749e+07,-1.54998e+07
-3.68871e+07,-1.54707e+07
-3.68993e+07,-1.54416e+07
-3.69114e+07,-1.54125e+07
-3.69236e+07,-1.53834e+07
-3.69357e+07,-1.53542e+07
-3.69478e+07,-1.53251e+07
-3.69599e+07,-1.52959e+07
-3.6972e+07,-1.52667e+07
-3.6984e+07,-1.52375e+07
-3.6996e+07,-1.52083e+07
-3.7008e+07,-1.51791e+07
-3.702e+07,-1.51499e+07
-3.70319e+07,-1.51207e+07
-3.70439e+07,-1.50915e+07
-3.70558e+07,-1.50622e+07
-3.70676e+07,-1.5033e+07
-3.70795e+07,-1.50037e+07
-3.70913e+07,-1.49745e+07
-3.71031e+07,-1.49452e+07
-3.71149e+07,-1.49159e+07
-3.71267e+07,-1.48866e+07
-3.71384e+07,-1.48573e+07
-3.71501e+07,-1.4828e+07
-3.71618e+07,-1.47987e+07
-3.71735e+07,-1.47693e+07
-3.71851e+07,-1.474e+07
-3.71967e+07,-1.47107e+07
-3.72083e+07,-1.46813e+07
-3.72199e+07,-1.46519e+07
-3.72315e+07,-1.46225e+07
-3.7243e+07,-1.45932e+07
-3.72545e+07,-1.45638e+07
-3.7266e+07,-1.45344e+07
-3.72774e+07,-1.45049e+07
-3.72889e+07,-1.44755e+07
-3.73003e+07,-1.44461e+07
-3.73117e+07,-1.44166e+07
-3.7323e+07,-1.43872e+07
-3.73344e+07,-1.43577e+07
-3.73457e+07,-1.43283e+07
-3.7357e+07,-1.42988e+07
-3.73683e+07,-1.42693e+07
-3.73795e+07,-1.42398e+07
-3.73907e+07,-1.42103e+07
-3.74019e+07,-1.41808e+07
-3.74131e+07,-1.41513e+07
-3.74243e+07,-1.41217e+07
-3.74354e+07,-1.40922e+07
-3.74465e+07,-1.40627e+07
-3.74576e+07,-1.40331e+07
-3.74687e+07,-1.40035e+07
-3.74797e+07,-1.3974e+07
-3.74907e+07,-1.39444e+07
-3.75017e+07,-1.39148e+07
-3.75127e+07,-1.38852e+07
-3.75236e+07,-1.38556e+07
-3.75346e+07,-1.3826e+07
-3.75455e+07,-1.37963e+07
-3.75563e+07,-1.37667e+07
-3.75672e+07,-1.37371e+07
-3.7578e+07,-1.37074e+07
-3.75888e+07,-1.36777e+07
-3.75996e+07,-1.36481e+07
-3.76104e+07,-1.36184e+07
-3.76211e+07,-1.35887e+07
-3.76318e+07,-1.3559e+07
-3.76425e+07,-1.35293e+07
-3.76532e+07,-1.34996e+07
-3.76638e+07,-1.34699e+07
-3.76744e+07,-1.34402e+07
-3.7685e+07,-1.34104e+07
-3.76956e+07,-1.33807e+07
-3.77061e+07,-1.33509e+07
-3.77167e+07,-1.33212e+07
-3.77272e+07,-1.32914e+07
-3.77376e+07,-1.32616e+07
-3.77481e+07,-1.32318e+07
-3.77585e+07,-1.3202e+07
-3.77689e+07,-1.31722e+07
-3.77793e+07,-1.31424e+07
-3.77897e+07,-1.31126e+07
-3.78e+07,-1.30828e+07
-3.78103e+07,-1.30529e+07
-3.78206e+07,-1.30231e+07
-3.78309e+07,-1.29932e+07
-3.78411e+07,-1.29634e+07
-3.78513e+07,-1.29335e+07
-3.78615e+07,-1.29036e+07
-3.78717e+07,-1.28738e+07
-3.78819e+07,-1.28439e+07
-3.7892e+07,-1.2814e+07
-3.79021e+07,-1.27841e+07
-3.79122e+07,-1.27541e+07
-3.79222e+07,-1.27242e+07
-3.79322e+07,-1.26943e+07
-3.79423e+07,-1.26643e+07
-3.79522e+07,-1.26344e+07
-3.79622e+07,-1.26044e+07
-3.79721e+07,-1.25745e+07
-3.7982e+07,-1.25445e+07
-3.79919e+07,-1.25145e+07
-3.80018e+07,-1.24845e+07
-3.80116e+07,-1.24545e+07
-3.80214e+07,-1.24245e+07
-3.80312e+07,-1.23945e+07
-3.8041e+07,-1.23645e+07
-3.80508e+07,-1.23345e+07
-3.80605e+07,-1.23045e+07
-3.80702e+07,-1.22744e+07
-3.80799e+07,-1.22444e+07
-3.80895e+07,-1.22143e+07
-3.80991e+07,-1.21843e+07
-3.81087e+07,-1.21542e+07
-3.81183e+07,-1.21241e+07
-3.81279e+07,-1.2094e+07
-3.81374e+07,-1.20639e+07
-3.81469e+07,-1.20338e+07
-3.81564e+07,-1.20037e+07
-3.81659e+07,-1.19736e+07
-3.81753e+07,-1.19435e+07
-3.81847e+07,-1.19133e+07
-3.81941e+07,-1.18832e+07
-3.82035e+07,-1.18531e+07
-3.82128e+07,-1.18229e+07
-3.82221e+07,-1.17927e+07
-3.82314e+07,-1.17626e+07
-3.82407e+07,-1.17324e+07
-3.82499e+07,-1.17022e+07
-3.82592e+07,-1.1672e+07
-3.82684e+07,-1.16418e+07
-3.82775e+07,-1.16116e+07
-3.82867e+07,-1.15814e+07
-3.82958e+07,-1.15512e+07
-3.83049e+07,-1.1521e+07
-3.8314e+07,-1.14907e+07
-3.83231e+07,-1.14605e+07
-3.83321e+07,-1.14302e+07
-3.83411e+07,-1.14e+07
-3.83501e+07,-1.13697e+07
-3.8359e+07,-1.13395e+07
-3.8368e+07,-1.13092e+07
-3.83769e+07,-1.12789e+07
-3.83858e+07,-1.12486e+07
-3.83947e+07,-1.12183e+07
-3.84035e+07,-1.1188e+07
-3.84123e+07,-1.11577e+07
-3.84211e+07,-1.11274e+07
-3.84299e+07,-1.10971e+07
-3.84386e+07,-1.10667e+07
-3.84473e+07,-1.10364e+07
-3.8456e+07,-1.1006e+07
-3.84647e+07,-1.09757e+07
-3.84734e+07,-1.09453e+07
-3.8482e+07,-1.0915e+07
